Recency,Frequency,Monetary,Avg_Order_Value,Purchase_Rate
82,1,345.0,345.0,0.012048192771084338
1,41,25748.350000000002,628.008536585366,20.5
103,1,178.7,178.7,0.009615384615384616
7,2,360.01,180.005,0.25
251,1,127.84,127.84,0.003968253968253968
13,6,912.0,152.0,0.42857142857142855
10,11,2462.79,223.89,1.0
367,1,230.39999999999998,230.39999999999998,0.002717391304347826
76,2,309.04,154.52,0.025974025974025976
4,1,348.8,348.8,0.2
43,3,1047.68,349.2266666666667,0.06818181818181818
66,2,195.55,97.775,0.029850746268656716
1,63,36351.42,577.0066666666667,31.5
117,2,688.86,344.43,0.01694915254237288
310,1,558.32,558.32,0.003215434083601286
67,1,324.8,324.8,0.014705882352941176
138,6,3906.27,651.045,0.04316546762589928
255,1,277.07,277.07,0.00390625
31,7,2635.79,376.5414285714286,0.21875
52,2,924.6,462.3,0.03773584905660377
64,1,256.38,256.38,0.015384615384615385
367,1,112.6,112.6,0.002717391304347826
6,5,1747.66,349.53200000000004,0.7142857142857143
305,1,155.05,155.05,0.0032679738562091504
29,4,899.51,224.8775,0.13333333333333333
184,4,591.75,147.9375,0.021621621621621623
42,3,539.0,179.66666666666666,0.06976744186046512
40,5,1353.41,270.682,0.12195121951219512
56,3,1562.12,520.7066666666666,0.05263157894736842
22,5,4014.91,802.982,0.21739130434782608
24,4,555.04,138.76,0.16
29,2,382.98,191.49,0.06666666666666667
302,3,1140.35,380.1166666666666,0.009900990099009901
145,2,385.64,192.82,0.0136986301369863
6,2,632.0,316.0,0.2857142857142857
19,2,957.66,478.83,0.1
33,5,1698.94,339.788,0.14705882352941177
158,2,174.65,87.325,0.012578616352201259
58,3,412.05,137.35,0.05084745762711865
22,1,209.49,209.49,0.043478260869565216
359,1,-102.0,-102.0,0.002777777777777778
16,6,2202.99,367.16499999999996,0.35294117647058826
18,2,40.949999999999996,20.474999999999998,0.10526315789473684
159,1,384.8,384.8,0.00625
25,4,834.57,208.6425,0.15384615384615385
212,2,271.24,135.62,0.009389671361502348
6,4,691.73,172.9325,0.5714285714285714
253,1,85.0,85.0,0.003937007874015748
59,9,3385.62,376.18,0.15
11,1,361.62,361.62,0.08333333333333333
65,1,312.98,312.98,0.015151515151515152
25,4,847.61,211.9025,0.15384615384615385
92,3,1255.0,418.3333333333333,0.03225806451612903
52,2,1537.95,768.975,0.03773584905660377
88,2,1586.81,793.405,0.02247191011235955
96,3,2651.46,883.82,0.030927835051546393
9,2,1056.94,528.47,0.2
9,29,8025.0199999999995,276.72482758620686,2.9
169,5,363.4,72.67999999999999,0.029411764705882353
57,1,216.17,216.17,0.017241379310344827
326,1,201.16,201.16,0.0030581039755351682
1,6,1240.0,206.66666666666666,3.0
18,10,2187.31,218.731,0.5263157894736842
245,2,299.56,149.78,0.008130081300813009
58,4,501.56,125.39,0.06779661016949153
74,1,145.67000000000002,145.67000000000002,0.013333333333333334
31,3,1015.29,338.43,0.09375
7,2,3192.54,1596.27,0.25
123,4,3104.95,776.2375,0.03225806451612903
2,10,2751.25,275.125,3.3333333333333335
23,14,6389.8,456.4142857142857,0.5833333333333334
120,4,381.7,95.425,0.03305785123966942
358,1,540.45,540.45,0.002785515320334262
54,5,1786.79,357.358,0.09090909090909091
64,1,122.7,122.7,0.015384615384615385
86,1,117.24,117.24,0.011494252873563218
55,1,1281.53,1281.53,0.017857142857142856
21,13,3219.77,247.67461538461538,0.5909090909090909
4,22,16989.52,772.2509090909091,4.4
3,6,1131.28,188.54666666666665,1.5
1,9,2538.75,282.0833333333333,4.5
7,6,781.3000000000001,130.21666666666667,0.75
189,2,506.8,253.4,0.010526315789473684
71,1,243.56,243.56,0.013888888888888888
204,1,349.55,349.55,0.004878048780487805
120,2,605.63,302.815,0.01652892561983471
93,1,416.90000000000003,416.90000000000003,0.010638297872340425
1,14,1860.8600000000001,132.91857142857143,7.0
27,4,632.97,158.2425,0.14285714285714285
298,1,821.1,821.1,0.0033444816053511705
22,5,535.97,107.194,0.21739130434782608
21,5,2588.12,517.624,0.22727272727272727
50,1,311.16,311.16,0.0196078431372549
326,1,155.93,155.93,0.0030581039755351682
16,2,388.52,194.26,0.11764705882352941
183,3,740.95,246.98333333333335,0.016304347826086956
72,5,2867.2,573.4399999999999,0.0684931506849315
37,2,332.64,166.32,0.05263157894736842
80,5,2347.05,469.41,0.06172839506172839
57,9,2580.91,286.7677777777778,0.15517241379310345
4,3,613.95,204.65,0.6
50,2,272.04,136.02,0.0392156862745098
50,2,1212.8400000000001,606.4200000000001,0.0392156862745098
53,3,350.15999999999997,116.71999999999998,0.05555555555555555
352,1,172.25,172.25,0.0028328611898017
54,1,351.13,351.13,0.01818181818181818
2,11,1682.08,152.91636363636363,3.6666666666666665
36,6,616.65,102.77499999999999,0.16216216216216217
23,1,223.85000000000002,223.85000000000002,0.041666666666666664
75,1,348.99,348.99,0.013157894736842105
11,4,464.57,116.1425,0.3333333333333333
169,3,802.85,267.6166666666667,0.01764705882352941
58,2,337.34,168.67,0.03389830508474576
86,3,1230.93,410.31,0.034482758620689655
295,1,307.4,307.4,0.0033783783783783786
109,2,608.7900000000001,304.39500000000004,0.01818181818181818
264,1,922.1,922.1,0.0037735849056603774
171,2,361.28,180.64,0.011627906976744186
169,1,158.85,158.85,0.0058823529411764705
35,1,71.66,71.66,0.027777777777777776
23,4,556.75,139.1875,0.16666666666666666
17,4,839.14,209.785,0.2222222222222222
22,7,4912.41,701.7728571428571,0.30434782608695654
79,3,561.5699999999999,187.18999999999997,0.0375
65,1,90.6,90.6,0.015151515151515152
361,1,102.0,102.0,0.0027624309392265192
3,6,2427.32,404.55333333333334,1.5
11,5,728.56,145.712,0.4166666666666667
176,3,674.45,224.8166666666667,0.01694915254237288
211,3,3246.091,1082.0303333333334,0.014150943396226415
7,7,3515.68,502.23999999999995,0.875
2,3,378.59,126.19666666666666,1.0
154,2,322.96,161.48,0.012903225806451613
5,5,1026.42,205.28400000000002,0.8333333333333334
372,1,-102.45,-102.45,0.002680965147453083
79,3,598.2,199.4,0.0375
21,2,230.22,115.11,0.09090909090909091
22,2,169.55,84.775,0.08695652173913043
308,4,664.54,166.135,0.012944983818770227
146,1,80.7,80.7,0.006802721088435374
7,20,8986.69,449.33450000000005,2.5
9,11,2702.2200000000003,245.65636363636366,1.1
71,2,190.25,95.125,0.027777777777777776
287,1,264.7,264.7,0.003472222222222222
49,1,413.59000000000003,413.59000000000003,0.02
31,7,2503.23,357.6042857142857,0.21875
207,1,357.98,357.98,0.004807692307692308
15,2,196.79000000000002,98.39500000000001,0.125
73,1,869.87,869.87,0.013513513513513514
60,1,200.14,200.14,0.01639344262295082
39,5,1861.11,372.222,0.125
30,13,2590.46,199.26615384615386,0.41935483870967744
27,6,488.03,81.33833333333332,0.21428571428571427
4,16,7024.53,439.033125,3.2
17,1,320.46,320.46,0.05555555555555555
20,9,4098.8,455.4222222222222,0.42857142857142855
66,2,1266.08,633.04,0.029850746268656716
213,1,311.3,311.3,0.004672897196261682
12,7,850.63,121.51857142857143,0.5384615384615384
30,1,76.8,76.8,0.03225806451612903
32,12,3409.66,284.1383333333333,0.36363636363636365
4,6,2313.14,385.5233333333333,1.2
15,6,1383.49,230.58166666666668,0.375
10,15,3865.26,257.684,1.3636363636363635
206,2,633.71,316.855,0.00966183574879227
46,4,2030.3300000000002,507.58250000000004,0.0851063829787234
134,2,529.73,264.865,0.014814814814814815
43,7,4582.64,654.6628571428572,0.1590909090909091
10,5,2874.72,574.944,0.45454545454545453
116,3,962.19,320.73,0.02564102564102564
198,3,685.9300000000001,228.64333333333335,0.01507537688442211
278,1,328.8,328.8,0.0035842293906810036
110,3,473.02,157.67333333333332,0.02702702702702703
77,1,505.18,505.18,0.01282051282051282
53,1,917.34,917.34,0.018518518518518517
154,5,4328.46,865.692,0.03225806451612903
47,4,1398.96,349.74,0.08333333333333333
17,2,642.8,321.4,0.1111111111111111
155,3,631.9,210.63333333333333,0.019230769230769232
225,1,440.0,440.0,0.004424778761061947
7,2,584.07,292.035,0.25
122,2,327.7,163.85,0.016260162601626018
61,1,104.82,104.82,0.016129032258064516
63,2,467.66,233.83,0.03125
18,8,2360.09,295.01125,0.42105263157894735
7,23,14634.640000000001,636.2886956521739,2.875
2,18,2929.84,162.7688888888889,6.0
22,4,512.02,128.005,0.17391304347826086
29,5,1428.02,285.604,0.16666666666666666
285,1,626.65,626.65,0.0034965034965034965
176,2,147.20000000000002,73.60000000000001,0.011299435028248588
78,4,1554.48,388.62,0.05063291139240506
33,1,152.2,152.2,0.029411764705882353
41,15,3542.19,236.14600000000002,0.35714285714285715
266,1,141.41,141.41,0.003745318352059925
27,4,652.82,163.205,0.14285714285714285
109,4,1659.75,414.9375,0.03636363636363636
284,1,154.99,154.99,0.0035087719298245615
9,7,1290.01,184.28714285714287,0.7
277,2,375.13,187.565,0.007194244604316547
17,6,5639.15,939.8583333333332,0.3333333333333333
32,2,746.36,373.18,0.06060606060606061
1,26,15477.34,595.2823076923077,13.0
20,1,225.36,225.36,0.047619047619047616
124,2,260.25,130.125,0.016
65,1,92.46,92.46,0.015151515151515152
106,1,725.6400000000001,725.6400000000001,0.009345794392523364
1,29,8124.4,280.151724137931,14.5
24,18,6147.4,341.5222222222222,0.72
267,1,183.6,183.6,0.0037313432835820895
5,20,6135.38,306.769,3.3333333333333335
10,12,10464.85,872.0708333333333,1.0909090909090908
29,7,1188.32,169.76,0.23333333333333334
267,1,152.55,152.55,0.0037313432835820895
64,2,374.7,187.35,0.03076923076923077
320,1,265.85,265.85,0.003115264797507788
4,9,1307.41,145.26777777777778,1.8
21,2,139.54,69.77,0.09090909090909091
5,3,942.26,314.08666666666664,0.5
129,1,122.47,122.47,0.007692307692307693
41,5,499.41999999999996,99.88399999999999,0.11904761904761904
102,6,1049.37,174.89499999999998,0.05825242718446602
125,1,375.1,375.1,0.007936507936507936
33,1,45.599999999999994,45.599999999999994,0.029411764705882353
267,4,904.67,226.1675,0.014925373134328358
365,1,182.25,182.25,0.00273224043715847
4,9,1018.43,113.15888888888888,1.8
2,19,4435.79,233.46263157894737,6.333333333333333
3,2,181.67,90.835,0.5
10,14,50415.49,3601.1064285714283,1.2727272727272727
57,1,161.0,161.0,0.017241379310344827
325,1,76.32000000000001,76.32000000000001,0.003067484662576687
8,17,4063.1,239.00588235294117,1.8888888888888888
12,1,442.85,442.85,0.07692307692307693
4,34,57120.909999999996,1680.0267647058822,6.8
37,1,147.35,147.35,0.02631578947368421
16,12,3092.9700000000003,257.7475,0.7058823529411765
138,1,194.9,194.9,0.007194244604316547
74,6,5976.79,996.1316666666667,0.08
5,8,1314.73,164.34125,1.3333333333333333
155,2,216.20999999999998,108.10499999999999,0.01282051282051282
85,2,1260.33,630.165,0.023255813953488372
52,8,2688.48,336.06,0.1509433962264151
31,3,594.16,198.0533333333333,0.09375
23,2,80.2,40.1,0.08333333333333333
4,13,5669.65,436.12692307692305,2.6
14,5,688.6,137.72,0.3333333333333333
23,12,2774.17,231.18083333333334,0.5
4,8,1377.92,172.24,1.6
274,2,386.53,193.265,0.007272727272727273
20,5,1382.74,276.548,0.23809523809523808
144,1,90.0,90.0,0.006896551724137931
354,1,-19.9,-19.9,0.0028169014084507044
4,6,2740.3,456.7166666666667,1.2
84,1,419.58000000000004,419.58000000000004,0.011764705882352941
11,3,2740.43,913.4766666666666,0.25
8,4,643.6300000000001,160.90750000000003,0.4444444444444444
123,3,709.71,236.57000000000002,0.024193548387096774
61,2,637.5,318.75,0.03225806451612903
2,5,1123.8600000000001,224.77200000000002,1.6666666666666667
319,1,483.86,483.86,0.003125
2,12,3580.13,298.3441666666667,4.0
130,5,590.3399999999999,118.06799999999998,0.03816793893129771
2,15,4690.31,312.68733333333336,5.0
2,2,982.3800000000001,491.19000000000005,0.6666666666666666
46,1,415.82,415.82,0.02127659574468085
4,3,920.05,306.68333333333334,0.6
3,6,879.0300000000001,146.50500000000002,1.5
373,1,311.81,311.81,0.00267379679144385
134,1,115.8,115.8,0.007407407407407408
47,5,3148.2,629.64,0.10416666666666667
9,6,2949.57,491.595,0.6
49,3,468.4,156.13333333333333,0.06
234,1,157.2,157.2,0.00425531914893617
213,3,259.43,86.47666666666667,0.014018691588785047
36,2,658.64,329.32,0.05405405405405406
75,3,611.09,203.6966666666667,0.039473684210526314
239,2,1345.62,672.81,0.008333333333333333
266,1,118.75,118.75,0.003745318352059925
10,66,113384.14,1717.9415151515152,6.0
20,3,400.43,133.47666666666666,0.14285714285714285
40,1,507.66,507.66,0.024390243902439025
20,14,4678.3,334.1642857142857,0.6666666666666666
216,3,1110.52,370.17333333333335,0.013824884792626729
174,2,289.36,144.68,0.011428571428571429
87,4,2445.91,611.4775,0.045454545454545456
71,2,1631.77,815.885,0.027777777777777776
276,1,122.53999999999999,122.53999999999999,0.0036101083032490976
39,4,574.84,143.71,0.1
98,1,363.79,363.79,0.010101010101010102
11,4,450.84,112.71,0.3333333333333333
33,1,134.46,134.46,0.029411764705882353
51,7,3108.06,444.00857142857143,0.1346153846153846
297,5,574.0,114.8,0.016778523489932886
85,5,554.46,110.89200000000001,0.05813953488372093
9,7,1620.93,231.5614285714286,0.7
41,2,719.78,359.89,0.047619047619047616
11,31,4640.77,149.70225806451614,2.5833333333333335
67,1,452.89,452.89,0.014705882352941176
331,1,197.65,197.65,0.0030120481927710845
9,10,2018.91,201.89100000000002,1.0
2,24,4604.31,191.84625000000003,8.0
2,14,4660.01,332.85785714285714,4.666666666666667
68,2,853.39,426.695,0.028985507246376812
5,32,11216.75,350.5234375,5.333333333333333
202,3,962.7,320.90000000000003,0.014778325123152709
107,1,335.52,335.52,0.009259259259259259
4,7,663.5,94.78571428571429,1.4
218,1,185.39999999999998,185.39999999999998,0.0045662100456621
60,9,688.04,76.44888888888889,0.14754098360655737
2,1,161.03,161.03,0.3333333333333333
11,4,218.78,54.695,0.3333333333333333
239,2,308.26,154.13,0.008333333333333333
95,1,151.74,151.74,0.010416666666666666
11,7,2067.13,295.30428571428575,0.5833333333333334
91,7,1900.89,271.5557142857143,0.07608695652173914
53,13,2208.3,169.8692307692308,0.24074074074074073
90,1,1070.48,1070.48,0.01098901098901099
372,1,-1192.2,-1192.2,0.002680965147453083
31,7,1000.23,142.89000000000001,0.21875
12,7,1777.92,253.98857142857145,0.5384615384615384
3,4,1839.3,459.825,1.0
2,24,1925.3600000000001,80.22333333333334,8.0
43,1,169.48000000000002,169.48000000000002,0.022727272727272728
4,1,89.94,89.94,0.2
247,2,632.4,316.2,0.008064516129032258
42,10,3427.85,342.78499999999997,0.23255813953488372
177,1,683.17,683.17,0.0056179775280898875
92,4,975.23,243.8075,0.043010752688172046
110,4,1050.12,262.53,0.036036036036036036
29,7,2201.64,314.52,0.23333333333333334
26,15,3315.71,221.04733333333334,0.5555555555555556
52,5,1450.6,290.12,0.09433962264150944
179,5,822.0600000000001,164.412,0.027777777777777776
32,8,2043.93,255.49125,0.24242424242424243
44,5,1447.51,289.502,0.1111111111111111
22,4,775.46,193.865,0.17391304347826086
10,6,3093.86,515.6433333333333,0.5454545454545454
81,2,490.86,245.43,0.024390243902439025
373,1,161.0,161.0,0.00267379679144385
326,1,146.85,146.85,0.0030581039755351682
43,13,2323.5,178.73076923076923,0.29545454545454547
30,2,890.34,445.17,0.06451612903225806
184,1,213.70000000000002,213.70000000000002,0.005405405405405406
235,2,280.55,140.275,0.00847457627118644
9,14,2535.88,181.1342857142857,1.4
176,5,1677.48,335.496,0.02824858757062147
111,3,1474.06,491.3533333333333,0.026785714285714284
278,1,136.76999999999998,136.76999999999998,0.0035842293906810036
318,1,302.58,302.58,0.003134796238244514
7,3,1904.05,634.6833333333333,0.375
2,5,2879.7000000000003,575.94,1.6666666666666667
254,3,935.0600000000001,311.68666666666667,0.011764705882352941
51,6,3087.27,514.545,0.11538461538461539
9,10,12650.08,1265.008,1.0
142,1,120.0,120.0,0.006993006993006993
51,2,1163.45,581.725,0.038461538461538464
8,8,2618.23,327.27875,0.8888888888888888
155,3,319.47,106.49000000000001,0.019230769230769232
109,2,530.18,265.09,0.01818181818181818
151,7,1279.09,182.72714285714284,0.046052631578947366
332,1,492.65000000000003,492.65000000000003,0.003003003003003003
226,1,112.32,112.32,0.004405286343612335
74,2,437.96,218.98,0.02666666666666667
51,4,559.97,139.9925,0.07692307692307693
88,5,1019.39,203.878,0.056179775280898875
15,4,3957.0,989.25,0.25
197,1,134.04,134.04,0.005050505050505051
3,15,3729.34,248.62266666666667,3.75
31,3,578.45,192.8166666666667,0.09375
21,4,1910.01,477.5025,0.18181818181818182
24,5,4595.81,919.162,0.2
8,4,151.23000000000002,37.807500000000005,0.4444444444444444
212,2,413.85,206.925,0.009389671361502348
9,6,911.26,151.87666666666667,0.6
11,6,2307.4500000000003,384.57500000000005,0.5
2,12,3873.3,322.77500000000003,4.0
8,14,4819.33,344.23785714285714,1.5555555555555556
3,4,1046.56,261.64,1.0
40,2,154.70000000000002,77.35000000000001,0.04878048780487805
18,6,1284.06,214.01,0.3157894736842105
3,45,50862.44,1130.2764444444445,11.25
8,18,2855.35,158.63055555555556,2.0
19,1,43.2,43.2,0.05
108,2,632.04,316.02,0.01834862385321101
223,2,197.1,98.55,0.008928571428571428
71,5,1803.76,360.752,0.06944444444444445
51,3,2083.42,694.4733333333334,0.057692307692307696
89,6,2995.72,499.28666666666663,0.06666666666666667
8,10,2319.68,231.968,1.1111111111111112
225,2,229.71,114.855,0.008849557522123894
47,6,1611.59,268.5983333333333,0.125
107,1,120.0,120.0,0.009259259259259259
21,7,2456.98,350.9971428571429,0.3181818181818182
65,1,508.58000000000004,508.58000000000004,0.015151515151515152
207,3,343.11,114.37,0.014423076923076924
11,5,1530.75,306.15,0.4166666666666667
115,4,574.26,143.565,0.034482758620689655
235,2,166.85,83.425,0.00847457627118644
163,1,311.65,311.65,0.006097560975609756
9,14,4928.74,352.05285714285714,1.4
124,2,462.65999999999997,231.32999999999998,0.016
23,3,866.31,288.77,0.125
64,2,351.45,175.725,0.03076923076923077
17,9,2539.46,282.1622222222222,0.5
16,2,468.26,234.13,0.11764705882352941
17,4,1614.91,403.7275,0.2222222222222222
158,4,554.22,138.555,0.025157232704402517
235,4,289.90999999999997,72.47749999999999,0.01694915254237288
219,1,134.7,134.7,0.004545454545454545
45,9,2166.38,240.7088888888889,0.1956521739130435
21,6,607.71,101.28500000000001,0.2727272727272727
127,8,889.9300000000001,111.24125000000001,0.0625
39,1,108.97999999999999,108.97999999999999,0.025
121,2,1021.58,510.79,0.01639344262295082
260,1,409.57,409.57,0.0038314176245210726
10,1,133.5,133.5,0.09090909090909091
271,2,258.7,129.35,0.007352941176470588
165,1,51.0,51.0,0.006024096385542169
157,4,1078.96,269.74,0.02531645569620253
215,1,90.6,90.6,0.004629629629629629
6,2,163.62,81.81,0.2857142857142857
366,1,174.4,174.4,0.0027247956403269754
60,4,666.9399999999999,166.73499999999999,0.06557377049180328
43,1,225.77,225.77,0.022727272727272728
19,6,882.58,147.09666666666666,0.3
32,4,2128.23,532.0575,0.12121212121212122
22,1,161.2,161.2,0.043478260869565216
109,8,3717.35,464.66875,0.07272727272727272
8,19,9167.82,482.51684210526315,2.111111111111111
320,1,155.0,155.0,0.003115264797507788
295,1,100.5,100.5,0.0033783783783783786
358,1,76.55,76.55,0.002785515320334262
185,1,257.68,257.68,0.005376344086021506
191,2,617.05,308.525,0.010416666666666666
44,2,348.1,174.05,0.044444444444444446
52,1,202.68,202.68,0.018867924528301886
26,1,626.0699999999999,626.0699999999999,0.037037037037037035
38,3,1247.69,415.8966666666667,0.07692307692307693
9,3,202.11,67.37,0.3
297,1,142.4,142.4,0.003355704697986577
33,3,1770.56,590.1866666666666,0.08823529411764706
9,10,3172.04,317.204,1.0
9,5,999.72,199.94400000000002,0.5
10,13,4592.47,353.2669230769231,1.1818181818181819
218,1,67.95,67.95,0.0045662100456621
2,12,3471.91,289.3258333333333,4.0
65,2,487.99,243.995,0.030303030303030304
1,23,2556.68,111.16,11.5
141,2,559.7,279.85,0.014084507042253521
4,14,4039.98,288.57,2.8
130,5,1426.31,285.262,0.03816793893129771
34,7,1434.72,204.96,0.2
119,1,156.75,156.75,0.008333333333333333
107,9,2111.08,234.56444444444443,0.08333333333333333
11,7,2606.53,372.3614285714286,0.5833333333333334
71,7,1908.25,272.60714285714283,0.09722222222222222
16,15,576.3,38.419999999999995,0.8823529411764706
311,1,1063.0,1063.0,0.003205128205128205
35,3,761.3299999999999,253.77666666666664,0.08333333333333333
362,1,122.7,122.7,0.0027548209366391185
92,8,1485.1299999999999,185.64124999999999,0.08602150537634409
1,18,5811.56,322.8644444444445,9.0
22,2,490.22,245.11,0.08695652173913043
4,3,1937.25,645.75,0.6
11,6,1058.06,176.34333333333333,0.5
85,2,385.87,192.935,0.023255813953488372
57,2,813.11,406.555,0.034482758620689655
1,6,4263.64,710.6066666666667,3.0
218,1,265.2,265.2,0.0045662100456621
18,1,322.08,322.08,0.05263157894736842
19,16,3918.9,244.93125,0.8
50,2,363.34000000000003,181.67000000000002,0.0392156862745098
7,7,1230.14,175.73428571428573,0.875
299,2,397.76,198.88,0.006666666666666667
10,6,2255.51,375.91833333333335,0.5454545454545454
22,6,1372.8,228.79999999999998,0.2608695652173913
99,1,89.06,89.06,0.01
143,2,-43.400000000000006,-21.700000000000003,0.013888888888888888
306,1,131.9,131.9,0.003257328990228013
320,1,2661.24,2661.24,0.003115264797507788
8,5,2357.6800000000003,471.53600000000006,0.5555555555555556
1,10,1545.14,154.514,5.0
2,5,1544.62,308.924,1.6666666666666667
54,7,1400.88,200.1257142857143,0.12727272727272726
1,4,1039.58,259.895,2.0
19,5,1163.23,232.64600000000002,0.25
9,2,375.35,187.675,0.2
19,4,907.1,226.775,0.2
181,3,483.25,161.08333333333334,0.016483516483516484
60,2,662.59,331.295,0.03278688524590164
11,2,264.44,132.22,0.16666666666666666
190,1,119.93,119.93,0.005235602094240838
5,14,3047.63,217.68785714285715,2.3333333333333335
311,1,113.64,113.64,0.003205128205128205
155,1,1837.92,1837.92,0.00641025641025641
110,4,383.34,95.835,0.036036036036036036
148,3,2103.06,701.02,0.020134228187919462
64,15,1965.9,131.06,0.23076923076923078
98,3,529.62,176.54,0.030303030303030304
247,3,1058.6200000000001,352.8733333333334,0.012096774193548387
29,7,2272.4,324.62857142857143,0.23333333333333334
18,4,598.76,149.69,0.21052631578947367
12,2,461.19,230.595,0.15384615384615385
104,8,1936.84,242.105,0.0761904761904762
74,2,234.34000000000003,117.17000000000002,0.02666666666666667
43,2,537.71,268.855,0.045454545454545456
72,6,799.82,133.30333333333334,0.0821917808219178
257,1,215.7,215.7,0.003875968992248062
20,5,1307.81,261.562,0.23809523809523808
254,2,316.25,158.125,0.00784313725490196
11,1,279.05,279.05,0.08333333333333333
165,2,636.51,318.255,0.012048192771084338
18,6,2068.15,344.69166666666666,0.3157894736842105
150,2,129.2,64.6,0.013245033112582781
50,1,321.92,321.92,0.0196078431372549
39,1,165.75,165.75,0.025
27,7,1183.58,169.08285714285714,0.25
51,2,1047.43,523.715,0.038461538461538464
207,1,463.38,463.38,0.004807692307692308
175,2,340.93,170.465,0.011363636363636364
7,7,2362.84,337.54857142857145,0.875
26,1,139.56,139.56,0.037037037037037035
51,2,123.8,61.9,0.038461538461538464
312,2,538.8100000000001,269.40500000000003,0.006389776357827476
301,2,457.47,228.735,0.006622516556291391
43,5,1957.32,391.464,0.11363636363636363
26,3,815.32,271.77333333333337,0.1111111111111111
88,3,356.85,118.95,0.033707865168539325
64,3,190.31,63.43666666666667,0.046153846153846156
20,14,2351.02,167.93,0.6666666666666666
3,6,3543.26,590.5433333333334,1.5
47,4,673.26,168.315,0.08333333333333333
17,11,5818.7,528.9727272727273,0.6111111111111112
17,5,2012.17,402.434,0.2777777777777778
24,7,1368.18,195.45428571428573,0.28
22,2,276.42,138.21,0.08695652173913043
11,6,1267.4099999999999,211.23499999999999,0.5
188,2,275.28,137.64,0.010582010582010581
101,4,438.49,109.6225,0.0392156862745098
61,3,1055.35,351.7833333333333,0.04838709677419355
18,6,2102.09,350.34833333333336,0.3157894736842105
33,2,330.45,165.225,0.058823529411764705
64,1,174.37,174.37,0.015384615384615385
2,2,270.6,135.3,0.6666666666666666
24,4,974.54,243.635,0.16
108,1,241.09,241.09,0.009174311926605505
32,9,1867.68,207.52,0.2727272727272727
9,13,4221.37,324.72076923076924,1.3
3,86,7711.38,89.66720930232559,21.5
37,1,364.21999999999997,364.21999999999997,0.02631578947368421
60,3,620.04,206.67999999999998,0.04918032786885246
26,6,2925.91,487.65166666666664,0.2222222222222222
236,4,932.85,233.2125,0.016877637130801686
25,9,1812.6200000000001,201.40222222222224,0.34615384615384615
3,25,4075.35,163.014,6.25
59,4,2841.09,710.2725,0.06666666666666667
260,1,171.8,171.8,0.0038314176245210726
58,1,355.56,355.56,0.01694915254237288
65,2,388.25,194.125,0.030303030303030304
16,2,537.48,268.74,0.11764705882352941
10,3,996.26,332.08666666666664,0.2727272727272727
59,8,1461.65,182.70625,0.13333333333333333
186,1,103.25,103.25,0.0053475935828877
4,21,2916.17,138.8652380952381,4.2
24,2,2024.45,1012.225,0.08
4,9,2487.02,276.3355555555556,1.8
4,9,3986.7400000000002,442.97111111111116,1.8
151,2,652.8,326.4,0.013157894736842105
311,1,289.24,289.24,0.003205128205128205
11,2,765.62,382.81,0.16666666666666666
18,2,186.23,93.115,0.10526315789473684
152,1,165.07,165.07,0.006535947712418301
19,5,859.27,171.85399999999998,0.25
10,4,2381.04,595.26,0.36363636363636365
57,2,324.14,162.07,0.034482758620689655
64,2,0.0,0.0,0.03076923076923077
7,24,2174.18,90.59083333333332,3.0
76,3,1080.76,360.25333333333333,0.03896103896103896
4,22,4709.22,214.05545454545455,4.4
96,6,3073.77,512.295,0.061855670103092786
111,1,1432.0,1432.0,0.008928571428571428
35,3,1524.46,508.15333333333336,0.08333333333333333
1,1,227.39,227.39,0.5
281,2,218.06,109.03,0.0070921985815602835
3,10,2803.69,280.369,2.5
180,13,1603.72,123.36307692307693,0.0718232044198895
372,1,35.400000000000006,35.400000000000006,0.002680965147453083
13,4,859.71,214.9275,0.2857142857142857
3,1,168.63,168.63,0.25
17,1,138.6,138.6,0.05555555555555555
41,1,114.11,114.11,0.023809523809523808
6,5,1052.55,210.51,0.7142857142857143
169,5,1029.26,205.852,0.029411764705882353
50,1,157.05,157.05,0.0196078431372549
227,3,134.16,44.72,0.013157894736842105
19,10,1598.24,159.824,0.5
372,1,39.75,39.75,0.002680965147453083
15,4,1447.14,361.785,0.25
35,3,570.46,190.15333333333334,0.08333333333333333
22,3,617.99,205.99666666666667,0.13043478260869565
7,2,379.83,189.915,0.25
20,6,1740.6,290.09999999999997,0.2857142857142857
11,2,883.15,441.575,0.16666666666666666
44,1,221.97,221.97,0.022222222222222223
306,1,393.33000000000004,393.33000000000004,0.003257328990228013
11,1,213.96,213.96,0.08333333333333333
275,1,660.0,660.0,0.0036231884057971015
1,128,11713.85,91.514453125,64.0
16,17,11341.1,667.1235294117647,1.0
4,4,1785.15,446.2875,0.8
72,4,601.56,150.39,0.0547945205479452
243,3,406.08000000000004,135.36,0.012295081967213115
9,4,538.59,134.6475,0.4
239,2,379.51,189.755,0.008333333333333333
204,3,393.28000000000003,131.09333333333333,0.014634146341463415
1,6,1765.76,294.29333333333335,3.0
185,1,320.58000000000004,320.58000000000004,0.005376344086021506
32,6,869.35,144.89166666666668,0.18181818181818182
57,2,225.85,112.925,0.034482758620689655
185,5,848.48,169.696,0.026881720430107527
9,7,2757.07,393.8671428571429,0.7
312,1,-21.85,-21.85,0.003194888178913738
91,2,671.96,335.98,0.021739130434782608
4,3,939.21,313.07,0.6
